"CMPD_CHEMBLID","ASSAY_CHEMBLID","CANONICAL_SMILES","STANDARD_TYPE","RELATION","STANDARD_VALUE","STANDARD_UNITS","MOLWEIGHT","ALOGP","PSA","STABLE"
"CHEMBL587760","CHEMBL3607914","CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O","T1/2","=","0.15","hr","407.93","3.37","64.09","0"
"CHEMBL3545215","CHEMBL3624197","CCn1c(cc2c1nc(Nc3cc(C)n(C)n3)c4ncn(C)c24)C(=O)N(C5CC5)C6CC6","T1/2","=","0.8167","hr","432.52","3.56","85.8","1"
"CHEMBL1276193","CHEMBL1285563","CCN1C[C@@H]2C[C@H]1CN2c3cc(F)c(c(F)c3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8","T1/2","=","0.1833","hr","548.59","4.83","78.24","0"
"CHEMBL1813317","CHEMBL1816475","CCN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3","T1/2","=","0.9167","hr","298.25","4.94","3.24","1"
"CHEMBL1813316","CHEMBL1816475","CCN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3","T1/2","=","1.133","hr","298.25","4.94","3.24","1"
"CHEMBL175657","CHEMBL827022","CCn1c2ccccc2c3cc(NC(=O)CN4CCC(CC4)N5C(=O)OCc6c(Cl)cccc56)ccc13","T1/2","=","1.773","hr","517.02","5.01","66.81","1"
"CHEMBL366786","CHEMBL827022","CCn1c2ccccc2c3cc(NC(=O)CN4CCC(CC4)N5C(=O)OCc6c(F)cccc56)ccc13","T1/2","=","0.8","hr","500.56","4.55","66.81","1"
"CHEMBL368052","CHEMBL827022","CCn1c2ccccc2c3cc(NC(=O)CN4CCC(CC4)N5C(=O)OCc6cc(OC)ccc56)ccc13","T1/2","=","1.157","hr","512.6","4.33","76.04","1"
"CHEMBL176282","CHEMBL827022","CCn1c2ccccc2c3cc(NC(=O)CN4CCC(CC4)N5C(=O)OCc6ccc(C)cc56)ccc13","T1/2","=","1.435","hr","496.6","4.83","66.81","1"
"CHEMBL368437","CHEMBL827022","CCn1c2ccccc2c3cc(NC(=O)CN4CCC(CC4)N5C(=O)OCc6ccccc56)ccc13","T1/2","=","0.4833","hr","482.57","4.35","66.81","0"
"CHEMBL189423","CHEMBL851955","CCN1c2nc(C)ccc2N(C)C(=O)c3cc(CCOc4ccc(cc4C)C(=O)O)cnc13","T1/2","=","1.767","hr","446.5","4.16","95.86","1"
"CHEMBL366017","CHEMBL851955","CCN1c2nc(Cl)ccc2N(C)C(=O)c3cc(CCOc4ccc(cc4C)C(=O)O)cnc13","T1/2","=","0.5833","hr","466.92","4.75","95.86","1"
"CHEMBL189942","CHEMBL851955","CCN1c2nc(F)ccc2N(C)C(=O)c3cc(CCOc4ccc(cc4C)C(=O)O)cnc13","T1/2","=","1.317","hr","450.46","4.46","95.86","1"
"CHEMBL191163","CHEMBL851955","CCN1c2ncc(CCOc3ccc(cc3C)C(=O)O)cc2C(=O)N(C)c4ccc(OC)nc14","T1/2","=","1.75","hr","462.5","4.4","105.09","1"
"CHEMBL362936","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(C(=O)O)c5ccccc45)cnc13","T1/2","=","8.7","hr","468.5","4.3","95.86","1"
"CHEMBL370699","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(CC(=O)O)cc4C)cnc13","T1/2","=","3.6","hr","446.5","3.91","95.86","1"
"CHEMBL193125","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(cc4)C(=O)O)cnc13","T1/2","=","1.267","hr","418.45","3.39","95.86","1"
"CHEMBL192790","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(cc4Br)C(=O)O)cnc13","T1/2","=","0.9167","hr","497.34","4.14","95.86","1"
"CHEMBL192530","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(cc4C)C(=O)O)cnc13","T1/2","=","2.233","hr","432.47","3.88","95.86","1"
"CHEMBL189928","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(cc4CC)C(=O)O)cnc13","T1/2","=","2.333","hr","446.5","4.33","95.86","1"
"CHEMBL364043","CHEMBL851955","CCN1c2ncccc2N(C)C(=O)c3cc(CCOc4ccc(CCC(=O)O)cc4C)cnc13","T1/2","=","3.433","hr","460.52","4.37","95.86","1"
"CHEMBL3407652","CHEMBL3411132","CCN1CC(C)(C)OC(=O)C1CC(=O)Nc2ccc(cc2)C(C)C","T1/2","=","0.4833","hr","332.44","2.99","58.64","0"
"CHEMBL3407844","CHEMBL3411132","CCN1CC(C)(C)OC(=O)C1CC(=O)NCc2cccc(c2)c3ccccc3","T1/2","=","0.1","hr","380.48","3.32","58.64","0"
"CHEMBL1778496","CHEMBL1780677","CCN1CC[C@@](C1)(NC(=O)c2ccc3c(C4CCCCC4)c(c5ccccn5)n(C)c3c2)C(=O)Nc6ccc(\C=C\C(=O)O)cc6","T1/2","=","1.017","hr","619.75","2.98","116.56","1"
"CHEMBL1215594","CHEMBL1219165","CCN1Cc2ccc(OC)cc2C[C@@H]1C(=O)Nc3cc(F)c(cc3OCCN(C)C)c4cn[nH]c4","T1/2","=","0.1833","hr","481.56","3.37","82.72","0"
"CHEMBL1215526","CHEMBL1219165","CCN1Cc2ccccc2C[C@@H]1C(=O)Nc3cc(F)c(cc3OCCN(C)C)c4cn[nH]c4","T1/2","=","0.01667","hr","451.54","3.39","73.48","0"
"CHEMBL2152399","CHEMBL2155765","CCN1CCC(CC1)n2cnc3cnc4[nH]ccc4c23","T1/2","=","2.5","hr","269.34","1.35","49.74","1"
"CHEMBL385142","CHEMBL869287","CCN1CCC(CC1)NC(=O)c2nc(N3CCN(CC3)c4ncccn4)c5nccn5c2C","T1/2",">","2","hr","449.55","0.87","94.79","1"
"CHEMBL1779354","CHEMBL1780651","CCN1CCC2(CC1)CNC(=O)c3cc([nH]c23)c4ccnc(n4)c5oc6ccccc6c5","T1/2",">","1","hr","427.5","3.61","87.05","1"
"CHEMBL1092403","CHEMBL1106097","CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6","T1/2",">","0.5","hr","568.67","3.17","107.86","1"
"CHEMBL1092404","CHEMBL1106097","CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCNCC5)cc3)N6CCOCC6","T1/2",">","0.5","hr","554.64","2.64","116.65","1"
"CHEMBL1092402","CHEMBL1106097","CCn1ccc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCN(C)C)cc3)N5CCOCC5","T1/2",">","0.5","hr","556.66","3.15","116.65","1"
"CHEMBL601030","CHEMBL1067067","CCN1CCN(CC1)C(=O)Cn2c(c3cocc3)c(C4CCCCC4)c5ccc(cc25)C(=O)O","T1/2",">","5","hr","463.57","1.6","78.92","1"
"CHEMBL2442249","CHEMBL2445378","CCN1CCN(CC1)C(c2ccc(cc2)C(F)(F)F)c3cc(Cl)c4cccnc4c3O","T1/2","=","0.9167","hr","449.9","5.37","39.6","1"
"CHEMBL3770919","CHEMBL3774143","CCN1CCN(CC1)C(c2ccc(Cl)cc2)c3ccc(Cl)cc3","T1/2","=","0.5","hr","349.3","5.15","6.48","0"
"CHEMBL2407270","CHEMBL2411798","CCN1CCN(CC1)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cc2","T1/2",">","1","hr","385.5","4.6","35.58","1"
"CHEMBL2407256","CHEMBL2411798","CCN1CCN(CC1)c2ccc(NC(=O)c3ccc(cc3)c4ccccn4)cc2","T1/2",">","1","hr","386.49","3.88","48.47","1"
"CHEMBL2407257","CHEMBL2411798","CCN1CCN(CC1)c2ccc(NC(=O)c3ccc(cc3)c4cccnc4)cc2","T1/2",">","1","hr","386.49","3.45","48.47","1"
"CHEMBL1928259","CHEMBL1930858","CCN1CCN(CC1)S(=O)(=O)c2cnc(OCC(C)C)c(c2)C3=Nc4c(CC)n(CCOC)nc4C(=O)N3","T1/2","=","0.1167","hr","547.67","2.24","139.63","0"
"CHEMBL1928252","CHEMBL1930858","CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CC(C)C)nc4C(=O)N3","T1/2","=","0.1833","hr","547.67","2.24","139.63","0"
"CHEMBL1928272","CHEMBL1930858","CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CCN5CCOCC5)nc4C(=O)N3","T1/2","=","0.8","hr","604.72","0.88","152.1","1"
"CHEMBL1928261","CHEMBL1930858","CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CCOC)nc4C(=O)N3","T1/2","=","1.167","hr","549.64","0.92","148.85","1"
"CHEMBL1928277","CHEMBL1930858","CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(nn5CCCC(C)c45)C(=O)N3","T1/2","=","0.1867","hr","531.63","1.56","139.63","0"
"CHEMBL257308","CHEMBL951315","CCn1cnc2ccc(c(CN)c12)c3ccc(Cl)cc3Cl","T1/2",">","3.333","hr","320.22","3.85","43.84","1"
"CHEMBL591358","CHEMBL1068082","CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N(C)C)cc3)N5CCOCC5","T1/2",">","0.5","hr","515.57","2.53","130.4","1"
"CHEMBL589258","CHEMBL1068082","CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3)N6CCOCC6","T1/2",">","0.5","hr","570.65","2.48","133.64","1"
"CHEMBL590357","CHEMBL1068082","CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCc5ccccn5)cc3)N6CCOCC6","T1/2","=","0.2667","hr","592.65","3.22","152.07","0"
"CHEMBL590594","CHEMBL1068082","CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCCN(C)C)cc3)N5CCOCC5","T1/2","=","0.5","hr","572.66","2.52","142.43","0"
"CHEMBL590587","CHEMBL1068082","CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCN(C)C)cc3)N5CCOCC5","T1/2",">","0.5","hr","558.63","2.46","142.43","1"
"CHEMBL2151197","CHEMBL2213893","CCNC(=O)[C@@H]1C[C@@](F)(C1)c2ccc(CN3CCCC3)c(F)c2","T1/2",">","2","hr","322.39","2.82","32.34","1"
"CHEMBL3125272","CHEMBL3131777","CCNC(=O)[C@@H]1C[C@H](CN1C(=O)c2coc3ccccc23)NC(=O)c4cc(CC)nn4C","T1/2",">","0.5","hr","437.49","1.75","109.47","1"
"CHEMBL3809486","CHEMBL3812064","CCNC(=O)c1cc(N)c(Nc2ccc(cc2)C#N)cc1Oc3c(C)cc(CCC#N)cc3C","T1/2","=","2.883","hr","453.54","4.97","123.96","1"
"CHEMBL591357","CHEMBL1068082","CCNC(=O)c1ccc(NC(=O)Nc2ccc(cc2)c3nc(N4CCOCC4)c5nnn(CC)c5n3)cc1","T1/2",">","0.5","hr","515.57","2.67","139.19","1"
"CHEMBL3780314","CHEMBL3784404","CCNC(=O)c1ccc(NC2C3CC4CC(CC2C4)C3)c(NCc5ccncc5)c1","T1/2","=","0.2667","hr","404.55","3.69","66.05","0"
"CHEMBL398811","CHEMBL898575","CCNC(=O)CN1C(=O)C(C)(Oc2ccc(cc12)c3c(N)nc(N)nc3CC)c4cc(F)cc(F)c4","T1/2",">","1","hr","496.51","2.93","136.46","1"
"CHEMBL3577871","CHEMBL3578960","CCNC(=O)N[C@@H]1CC[C@@H](CC1)Nc2ncc3C=CC(=O)N(C(C)C)c3n2","T1/2","=","0.2667","hr","372.46","1.97","99.25","0"
"CHEMBL3577867","CHEMBL3578960","CCNC(=O)N[C@@H]1CC[C@H](CC1)Nc2ncc3C=CC(=O)N(C(C)C)c3n2","T1/2","=","0.7667","hr","372.46","1.97","99.25","1"
"CHEMBL2057293","CHEMBL2061908","CCNC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)C1","T1/2","=","0.4067","hr","360.53","3.66","58.2","0"
"CHEMBL395687","CHEMBL903587","CCNC(=O)N1CC(N)C(C1)c2ccc(Cl)cc2Cl","T1/2",">","3","hr","302.2","1.81","58.36","1"
"CHEMBL3577873","CHEMBL3578960","CCNC(=O)N1CCC(CC1)Nc2ncc3C=CC(=O)N(C(C)C)c3n2","T1/2","=","1.083","hr","358.44","0.99","90.46","1"
"CHEMBL404067","CHEMBL932975","CCNC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(C1)NC(=O)c4nc5CCN(C)Cc5s4","T1/2","=","0.1203","hr","544.07","2.06","150.69","0"
"CHEMBL551110","CHEMBL1058831","CCNC(=O)Nc1ccc2c(c1)sc3cc(ccc23)S(=O)(=O)N[C@@H](C(C)C)C(=O)O","T1/2",">","0.5","hr","449.54","3.08","161.21","1"
"CHEMBL1774624","CHEMBL1775728","CCNC(=O)NCCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C","T1/2",">","2","hr","849.1","1.62","221.2","1"
"CHEMBL2376403","CHEMBL2379908","CCNCC(=O)Nc1ccc(cc1)C2=NC(=O)N(CCOC)c3c2oc4ccc(cc34)c5ccc6CN(C)CCc6c5","T1/2","=","1.55","hr","565.66","4.3","99.41","1"
"CHEMBL1683872","CHEMBL1686718","CCNCC1(CCCCC1)c2ccc(Cl)c(Cl)c2","T1/2","=","2.017","hr","286.24","4.96","12.03","1"
"CHEMBL3781262","CHEMBL3784404","CCNS(=O)(=O)c1ccc(NC2C3CC4CC(CC2C4)C3)c(NCc5ccccc5)c1","T1/2","=","0.6","hr","439.61","4.55","78.61","1"
"CHEMBL3781803","CHEMBL3784404","CCNS(=O)(=O)c1ccc(NC2C3CC4CC(CC2C4)C3)c(NCc5ccncc5)c1","T1/2","=","1.067","hr","440.6","3.4","91.5","1"
"CHEMBL3780064","CHEMBL3784404","CCNS(=O)(=O)c1ccc(NC2CCCCC2)c(N)c1","T1/2","=","0.6167","hr","297.42","2.01","92.6","1"
"CHEMBL3781002","CHEMBL3784404","CCNS(=O)(=O)c1ccc(NC2CCCCC2)c(NCc3ccccc3)c1","T1/2","=","1.467","hr","387.54","4.15","78.61","1"
"CHEMBL3357884","CHEMBL3379530","CCOC(=O)\C=C\c1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC","T1/2",">","5","hr","670.2","6.73","124.44","1"
"CHEMBL401773","CHEMBL949074","CCOC(=O)C(C)Oc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)C(=NN(CCC(C)C)C3=O)c4cccs4","T1/2","=","0.4167","hr","560.64","2.85","183.57","0"
"CHEMBL2335990","CHEMBL2345345","CCOC(=O)C1=C(C)N\C(=C\c2cc(C)n(c2C)c3ccc(cc3)C(F)(F)F)\C1=O","T1/2","=","7.25","hr","418.41","3.89","60.33","1"
"CHEMBL600928","CHEMBL2345345","CCOC(=O)C1=C(C)N\C(=C\c2cc(C)n(c2C)c3ccccc3C(F)(F)F)\C1=O","T1/2","=","0.9667","hr","418.41","3.89","60.33","1"
"CHEMBL2419490","CHEMBL3291549","CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccccc3","T1/2","=","1","hr","470.54","2.58","137.84","1"
"CHEMBL3633556","CHEMBL3784404","CCOC(=O)c1ccc(NC2CCCCC2)c(N)c1","T1/2","=","0.115","hr","262.35","2.95","64.34","0"
"CHEMBL1951332","CHEMBL1953088","CCOC(=O)c1cccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)c1","T1/2","=","0.1333","hr","401.42","2.81","109","0"
"CHEMBL1774640","CHEMBL1775728","CCOC(=O)CCN(CCN1C[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@H]1C)C(=O)Nc4ccc5ccccc5c4","T1/2",">","2","hr","1047.32","","","1"
"CHEMBL1669598","CHEMBL1670068","CCOC(=O)CCn1cc(CN2CCN(CC2)c3cc(C(=O)Nc4ccc5CCc6c(nn(c7ccc(F)cc7)c6c5c4)C(=O)N)c(Cl)cn3)cn1","T1/2","=","0.05","hr","726.2","5.6","153.49","0"
"CHEMBL1669565","CHEMBL1670068","CCOC(=O)Cn1cc(CN2CCN(CC2)c3cc(C(=O)Nc4ccc5CCc6c(nn(c7ccc(F)cc7)c6c5c4)C(=O)N)c(Cl)cn3)cn1","T1/2","=","0.05","hr","712.17","5.35","153.49","0"
"CHEMBL1669566","CHEMBL1670068","CCOC(=O)Cn1cc(CN2CCN(CC2)c3cc(C(=O)Nc4ccc5CCc6c(nn(c7cccc(F)c7)c6c5c4)C(=O)N)c(Cl)cn3)cn1","T1/2","=","0.05","hr","712.17","5.35","153.5","0"
"CHEMBL3357895","CHEMBL3379530","CCOC(=O)COC(=O)\C=C\c1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC","T1/2","=","1.6","hr","728.23","6.43","150.73","1"
"CHEMBL247774","CHEMBL903587","CCOC(=O)N1CC(N)C(C1)c2ccc(Cl)cc2Cl","T1/2",">","3","hr","303.18","2.46","55.56","1"
"CHEMBL258328","CHEMBL932975","CCOC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(C1)NC(=O)c4nc5CCN(C)Cc5s4","T1/2","=","0.0755","hr","545.05","2.7","147.89","0"
"CHEMBL561715","CHEMBL1058831","CCOC(=O)Nc1ccc2c(c1)sc3cc(ccc23)S(=O)(=O)N[C@@H](C(C)C)C(=O)O","T1/2",">","0.5","hr","450.53","3.72","158.41","1"
"CHEMBL562374","CHEMBL1058831","CCOC(=O)Nc1ccc2c(c1)sc3cc(ccc23)S(=O)(=O)N[C@H](C(C)C)C(=O)O","T1/2",">","0.5","hr","450.53","3.72","158.41","1"
"CHEMBL523035","CHEMBL1058831","CCOC(=O)Nc1ccc2oc3cc(ccc3c2c1)S(=O)(=O)N[C@@H](C(C)C)C(=O)O","T1/2",">","0.5","hr","434.46","3.17","143.32","1"
"CHEMBL3754405","CHEMBL3757745","CCOC(C(=O)Nc1ccc(Cl)cc1Cl)c2ccnc3ccccc23","T1/2",">","1","hr","375.25","4.27","51.22","1"
"CHEMBL3751855","CHEMBL3757745","CCOC(C(=O)Nc1ccc(Cl)cc1Cl)c2cnc3ccccc3c2","T1/2",">","1","hr","375.25","4.27","51.22","1"
"CHEMBL3754215","CHEMBL3757745","CCOC(C(=O)Nc1ccnc2ccccc12)c3ccc(Cl)c(Cl)c3","T1/2","=","0.45","hr","375.25","4.27","51.22","0"
"CHEMBL3754684","CHEMBL3757745","CCOC(C(=O)Nc1cnc2ccccc2c1)c3cc(Cl)ccc3Cl","T1/2","=","0.45","hr","375.25","4.27","51.22","0"
"CHEMBL1276549","CHEMBL1285109","CCOc1cc(NC(=N)c2ccccn2)ccc1c3oc(cc3)c4ccc(NC(=N)c5ccccn5)cc4OCC","T1/2",">","2","hr","546.62","5.45","129.13","1"
"CHEMBL3355645","CHEMBL3376562","CCOc1cc(NC(=O)C2(CC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","3.25","hr","628.12","5.7","135.44","1"
"CHEMBL3355222","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","1.35","hr","641.16","7.11","122.55","1"
"CHEMBL3355221","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccc(F)cn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","1.2","hr","624.7","6.65","122.55","1"
"CHEMBL3355223","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cccc(N)n6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","1.3","hr","621.73","6.23","148.57","1"
"CHEMBL3355213","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccccn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","1.067","hr","606.71","6.44","122.55","1"
"CHEMBL3355224","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cnccn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","0.7667","hr","607.7","5.29","135.44","1"
"CHEMBL3355642","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cnn(C)c6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","0.7333","hr","609.71","5.81","127.48","1"
"CHEMBL3355226","CHEMBL3376562","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Br)cn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","2.567","hr","686.59","6.24","135.44","1"
"CHEMBL3357879","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)N(C)CCO","T1/2","=","1.3","hr","699.24","5.4","138.67","1"
"CHEMBL3357878","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)NCCO","T1/2","=","1.633","hr","685.21","5.19","147.47","1"
"CHEMBL3355225","CHEMBL3406639","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","1.7","hr","642.14","6.15","135.44","1"
"CHEMBL3357427","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OC","T1/2","=","12.73","hr","656.17","6.38","124.44","1"
"CHEMBL3357428","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OC(=O)C[C@H](O)C(=O)O","T1/2","=","5.567","hr","758.22","5.35","199.03","1"
"CHEMBL3357899","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)N","T1/2","=","0.9833","hr","699.2","5.23","167.53","1"
"CHEMBL3357901","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)N(C)C","T1/2","=","1.067","hr","727.25","5.64","144.75","1"
"CHEMBL3357903","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)N(C)C(C)C","T1/2","=","0.65","hr","755.3","6.37","144.75","1"
"CHEMBL3357904","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)N7CCCC7","T1/2","=","1.65","hr","753.29","6.1","144.75","1"
"CHEMBL3357881","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)N7CCN(C)CC7","T1/2","=","0.35","hr","782.33","5.6","147.99","0"
"CHEMBL3357905","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)N7CCOCC7","T1/2","=","0.6667","hr","769.29","5.33","153.97","1"
"CHEMBL3357900","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)NC","T1/2","=","0.5667","hr","713.22","5.44","153.54","1"
"CHEMBL3357880","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)O","T1/2","=","3.1","hr","700.18","5.86","161.73","1"
"CHEMBL3357894","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)OC","T1/2","=","2.1","hr","714.21","6.08","150.73","1"
"CHEMBL3357898","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)OCc7ccc(Cl)cc7","T1/2","=","5.617","hr","824.75","8.33","150.73","1"
"CHEMBL3357897","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(=O)OCc7ccccc7","T1/2","=","26.15","hr","790.3","7.67","150.73","1"
"CHEMBL3357886","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(C)C","T1/2",">","5","hr","698.25","7.57","124.44","1"
"CHEMBL3357888","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCC(Cl)(Cl)Cl","T1/2",">","5","hr","773.53","7.97","124.44","1"
"CHEMBL3357889","CHEMBL3379530","CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)OCc7ccccc7","T1/2",">","5","hr","732.27","7.96","124.44","1"
