"CMPD_CHEMBLID","ASSAY_CHEMBLID","CANONICAL_SMILES","STANDARD_TYPE","RELATION","STANDARD_VALUE","STANDARD_UNITS","MOLWEIGHT","ALOGP","PSA","STABLE"
"CHEMBL1859822","CHEMBL1862761","CCCCc1ccc(cc1)c2occ(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)n2","T1/2","=","0.65","hr","366.54","5.58","38.06","1"
"CHEMBL1861940","CHEMBL1862761","CCCCc1ccc(cc1)c2occ(CNC3CC(C)CC(C)(C)C3)n2","T1/2","=","0.9833","hr","354.53","5.83","38.06","1"
"CHEMBL1858910","CHEMBL1862761","CCCCc1ccc(cc1)c2occ(CNC3CCCCCC3)n2","T1/2","=","0.8","hr","326.48","5.57","38.06","1"
"CHEMBL1762277","CHEMBL1763216","CCCCc1ccc(NC(=O)N2CCCN(CC2)C(=O)CCC3CCCC3)cc1","T1/2","=","0.08333","hr","399.57","4.66","52.65","0"
"CHEMBL1084624","CHEMBL1119909","CCCCc1nc2cc(ccc2n1CCN3CCCC3)C(=O)NC(=O)NCCCCCC(=O)NO","T1/2",">","0.5","hr","486.61","3.33","128.59","1"
"CHEMBL1859753","CHEMBL1862762","CCCCCC(C)NCc1ccc(cc1)c2ccccc2","T1/2","=","1.9","hr","281.44","5.5","12.03","1"
"CHEMBL1862041","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2ccc(cc2)c3ccccc3","T1/2","=","79.53","hr","348.48","5.54","38.06","1"
"CHEMBL1859827","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2ccc(CCCC)cc2","T1/2","=","1.617","hr","328.49","5.88","38.06","1"
"CHEMBL1859333","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2ccc(OC(C)C)cc2","T1/2","=","1.3","hr","330.46","4.73","47.29","1"
"CHEMBL1857984","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2ccc(OC)cc2","T1/2","=","1.1","hr","302.41","4.01","47.29","1"
"CHEMBL1859664","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2ccc(OCC)cc2","T1/2","=","1.467","hr","316.44","4.36","47.29","1"
"CHEMBL1858816","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2ccc(OCCCC)cc2","T1/2","=","1.733","hr","344.49","5.34","47.29","1"
"CHEMBL1860573","CHEMBL1862762","CCCCCC(C)NCc1coc(n1)c2cccc(OC)c2","T1/2","=","2.117","hr","302.41","4.01","47.29","1"
"CHEMBL3125633","CHEMBL3131498","CCCCCC1=C(Cl)N=C(NC(=O)NC(C)(C)C)C(=O)N1CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c3ccc(cc3)C(F)(F)F","T1/2","=","0.7","hr","699.14","4.49","174.52","1"
"CHEMBL527822","CHEMBL1261033","CCCCCCCc1c(C)nc2cc(OC)ccc2c1O","T1/2","=","0.17","hr","287.4","5.26","42.35","0"
"CHEMBL2018908","CHEMBL2020725","CCCCCCCSc1nc2cc(OC)ccc2[nH]1","T1/2","=","0.04333","hr","278.41","5.11","63.21","0"
"CHEMBL1673019","CHEMBL1676298","CCCCCCN\C(=N/C1=NC(=O)C(=O)N1C(C)C)\Nc2ccc(Cl)c(Cl)c2","T1/2","=","0.1307","hr","426.34","5.3","86.16","0"
"CHEMBL177454","CHEMBL618377","CCCCCCN1C(=O)[C@@H](CCOc2ccccc2CC(=O)O)Oc3ccccc13","T1/2","=","1.217","hr","411.49","4.56","76.07","1"
"CHEMBL177395","CHEMBL618377","CCCCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc3ccccc13","T1/2","=","0.8833","hr","411.49","4.56","76.07","1"
"CHEMBL3357887","CHEMBL3379530","CCCCCCOC(=O)\C=C\c1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC","T1/2","=","17.88","hr","726.3","8.62","124.44","1"
"CHEMBL2018907","CHEMBL2020725","CCCCCCSc1nc2cc(OC)ccc2[nH]1","T1/2","=","0.06333","hr","264.39","4.65","63.21","0"
"CHEMBL398722","CHEMBL943101","CCCCCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(cc3)N(C)C","T1/2","=","1.567","hr","483.67","5.93","98.18","1"
"CHEMBL249868","CHEMBL943101","CCCCCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(OC(F)(F)F)cc3","T1/2","=","1.667","hr","524.6","7.88","104.17","1"
"CHEMBL250041","CHEMBL943101","CCCCCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(SC(F)(F)F)cc3","T1/2","=","1.267","hr","540.66","8.44","120.24","1"
"CHEMBL2018904","CHEMBL2020725","CCCCCSc1nc2cc(OC)ccc2[nH]1","T1/2","=","0.06167","hr","250.36","4.2","63.21","0"
"CHEMBL589412","CHEMBL1068082","CCCCNC(=O)c1ccc(NC(=O)Nc2ccc(cc2)c3nc(N4CCOCC4)c5nnn(CC)c5n3)cc1","T1/2",">","0.5","hr","543.62","3.65","139.19","1"
"CHEMBL3357896","CHEMBL3379530","CCCCOC(=O)COC(=O)\C=C\c1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC","T1/2","=","5.983","hr","756.29","7.41","150.73","1"
"CHEMBL1858441","CHEMBL1862761","CCCCOc1ccc(cc1)c2occ(CNC3CCCCCC3)n2","T1/2","=","0.3833","hr","342.48","5.03","47.29","0"
"CHEMBL2424780","CHEMBL2427217","CCCCOc1nc(N)c2NC(=O)CN(Cc3cccc(CN4CCCC4)c3)c2n1","T1/2","=","0.5083","hr","410.51","3.3","96.61","1"
"CHEMBL1928269","CHEMBL1930858","CCCCOc1ncc(cc1C2=Nc3c(CC)n(nc3C(=O)N2)C4CN(C)C4)S(=O)(=O)N5CCN(CC)CC5","T1/2","=","1.233","hr","558.7","2.49","133.64","1"
"CHEMBL125171","CHEMBL640550","CCCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(OC(C)C)cc4)c2cc1OC","T1/2","=","0.9833","hr","599.74","4.55","131.57","1"
"CHEMBL3759772","CHEMBL3762771","CCCCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c4c5ccc(OC)cc5C6CC6(Cn4c2c1)C(=O)N7C8CCC7CN(C)C8","T1/2","=","1.217","hr","672.88","6.38","109.33","1"
"CHEMBL2018903","CHEMBL2020725","CCCCSc1nc2cc(OC)ccc2[nH]1","T1/2","=","0.14","hr","236.33","3.74","63.21","0"
"CHEMBL3357902","CHEMBL3379530","CCCN(C)C(=O)COC(=O)\C=C\c1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC","T1/2","=","0.3167","hr","755.3","6.52","144.75","0"
"CHEMBL518444","CHEMBL983543","CCCN(C)C1=NN(CCC(C)C)C(=O)C(=C1O)C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2","T1/2","=","0.1333","hr","526.63","0.17","177.6","0"
"CHEMBL376939","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3c(F)cccc3OC","T1/2","=","0.1467","hr","415.93","5.34","37.39","0"
"CHEMBL213559","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3cc(F)ccc3OC","T1/2","=","0.1433","hr","415.93","5.34","37.39","0"
"CHEMBL214262","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3cc(OC(F)(F)F)ccc3O","T1/2","=","0.145","hr","467.91","7.02","57.62","0"
"CHEMBL213403","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3cc(OC)ccc3O","T1/2","=","0.1367","hr","413.94","4.89","57.62","0"
"CHEMBL1087469","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC3CC3","T1/2","=","1.815","hr","331.88","4.38","28.16","1"
"CHEMBL1087470","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC3CC4CC3C=C4","T1/2","=","0.2167","hr","383.96","4.98","28.16","0"
"CHEMBL1088374","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3cccc4OCOc34","T1/2","=","0.4867","hr","411.92","4.91","46.62","0"
"CHEMBL1088514","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3ccccc3OC(F)(F)F","T1/2","=","0.4917","hr","451.91","7.27","37.39","0"
"CHEMBL1088375","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3ccccn3","T1/2","=","0.235","hr","368.9","4.21","41.05","0"
"CHEMBL1087837","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3ccsc3","T1/2","=","0.295","hr","373.94","4.81","56.4","0"
"CHEMBL1087964","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3cocc3","T1/2","=","0.4883","hr","357.88","4.25","41.3","0"
"CHEMBL212164","CHEMBL1103796","CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc3oc(Cl)cc3","T1/2","=","0.1367","hr","392.32","4.79","41.3","0"
"CHEMBL1835130","CHEMBL1838315","CCCN1C(=O)CN(Cc2ccc(cc2)c3ccc(F)c(CN4CCCCC4)n3)C1=O","T1/2","=","0.4667","hr","424.51","3.92","56.75","0"
"CHEMBL1835120","CHEMBL1838315","CCCN1C(=O)CN(Cc2ccc(cc2)c3cccc(CN4CCCCC4)n3)C1=O","T1/2","=","0.7833","hr","406.52","3.71","56.75","1"
"CHEMBL2385153","CHEMBL2390641","CCCn1cc(cn1)c2cc(cc(OC)c2O)C3C(=O)N(CC)c4ccc(cc4N(C3=O)c5ccccc5)C(F)(F)F","T1/2","=","1.433","hr","578.58","5.64","87.9","1"
"CHEMBL1094039","CHEMBL1111567","CCCN1CCC(CC1)Oc2ccc3NC(=O)C4=C(CCSC4)c3c2","T1/2","=","0.8767","hr","358.5","2.76","66.86","1"
"CHEMBL503659","CHEMBL950585","CCCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC(C)(C)OO5)OC(=O)C","T1/2","=","0.4","hr","621.8","3.64","118.62","0"
"CHEMBL260359","CHEMBL925913","CCCNCCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4CC5(CC[C@]4(C)[C@H]3C[C@H](OC(=O)C)[C@]12C)OOC6(CCCCC6)OO5)OC(=O)C","T1/2",">","1","hr","647.88","5.65","101.55","1"
"CHEMBL3357885","CHEMBL3379530","CCCOC(=O)\C=C\c1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC","T1/2",">","5","hr","684.22","7.25","124.44","1"
"CHEMBL3120773","CHEMBL3124085","CCCOC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)Oc4cc(OCC)nc5c(C)c(OC)ccc45)C(=O)NS(=O)(=O)C6CC6","T1/2","=","0.3167","hr","769.9","4.44","199.94","0"
"CHEMBL3355214","CHEMBL3376562","CCCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccccn6)n(C)c4c3)ccc1\C=C\C(=O)O","T1/2","=","2.067","hr","620.74","6.97","122.55","1"
"CHEMBL213754","CHEMBL1120503","CCCOc1ccccc1CC(N2CCNCC2)c3ccccc3","T1/2","=","0.7667","hr","324.46","4.11","24.5","1"
"CHEMBL188265","CHEMBL839374","CCCONC(=N)c1ccc(cc1)c2oc(cc2)c3ccc(cc3)C(=N)NOCCC","T1/2","=","1","hr","420.5","4.52","103.36","1"
"CHEMBL604907","CHEMBL1070576","CCCS(=O)(=O)c1cccc(Oc2cccc(c2)n3c(C)nc4c(cccc34)C(F)(F)F)c1","T1/2","=","0.4667","hr","474.5","6.29","69.56","0"
"CHEMBL124369","CHEMBL640550","CCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(CC3)C(=O)Nc4ccc(OC(C)C)cc4)c2cc1OC","T1/2",">","5","hr","585.71","4.09","131.57","1"
"CHEMBL3760076","CHEMBL3762771","CCCS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c4c5ccc(OC)cc5C6CC6(Cn4c2c1)C(=O)N7C8CCC7CN(C)C8","T1/2","=","1.867","hr","658.85","5.92","109.33","1"
"CHEMBL2018905","CHEMBL2020725","CCCSc1nc2cc(OC)ccc2[nH]1","T1/2","=","0.16","hr","222.31","3.29","63.21","0"
"CHEMBL231541","CHEMBL889045","CCN(C(=O)CCC(=O)Nc1ccc(cc1Cl)c2ccc(CC(=O)O)cc2)c3ccc(cc3Cl)C(C)(C)C","T1/2","=","0.05","hr","555.49","6.42","86.71","0"
"CHEMBL231442","CHEMBL889045","CCN(C(=O)CCC(=O)Nc1ccc(cc1Cl)c2ccc(OCC(=O)O)cc2)c3ccc(cc3Cl)C(C)(C)C","T1/2","=","0.1","hr","571.49","6.22","95.94","0"
"CHEMBL230315","CHEMBL889045","CCN(C(=O)NCC(=O)Nc1ccc(cc1Cl)c2ccc(CC(=O)O)cc2)c3ccc(cc3Cl)C(C)(C)C","T1/2","=","0.3833","hr","556.48","6.05","98.74","0"
"CHEMBL230077","CHEMBL889045","CCN(C(=O)OCC(=O)Nc1ccc(cc1Cl)c2ccc(CC(=O)O)cc2)c3ccc(cc3Cl)C(C)(C)C","T1/2","=","0.15","hr","557.46","6.7","95.94","0"
"CHEMBL230418","CHEMBL889045","CCN(C(=O)SCC(=O)Nc1ccc(cc1Cl)c2ccc(CC(=O)O)cc2)c3ccc(cc3Cl)C(C)(C)C","T1/2","=","0.06667","hr","573.53","7.26","112.01","0"
"CHEMBL2206291","CHEMBL2213893","CCN(C)C(=O)[C@@H]1C[C@@H](C1)c2ccc(CN3CCCC3)c(F)c2","T1/2",">","2","hr","318.43","3.17","23.55","1"
"CHEMBL395688","CHEMBL903587","CCN(C)C(=O)N1CC(N)C(C1)c2ccc(Cl)cc2Cl","T1/2",">","3","hr","316.23","2.02","49.57","1"
"CHEMBL1683875","CHEMBL1686718","CCN(C)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2","T1/2","=","1.1","hr","300.27","5.49","3.24","1"
"CHEMBL3759378","CHEMBL3762771","CCN(C)S(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c4c5ccc(OC)cc5C6CC6(Cn4c2c1)C(=O)N7C8CCC7CN(C)C8","T1/2","=","0.455","hr","673.86","4.99","112.57","0"
"CHEMBL250036","CHEMBL943101","CCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(cc3)C(C)C","T1/2","=","0.2","hr","440.6","5.52","94.94","0"
"CHEMBL398684","CHEMBL943101","CCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(cc3)N(C)C","T1/2","=","1.333","hr","441.59","4.49","98.18","1"
"CHEMBL401315","CHEMBL943101","CCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(OC(F)(F)F)cc3","T1/2","=","1.667","hr","482.52","6.45","104.17","1"
"CHEMBL427710","CHEMBL943101","CCN(C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1)C(=O)Nc3ccc(SC(F)(F)F)cc3","T1/2","=","1.667","hr","498.58","7.01","120.24","1"
"CHEMBL259769","CHEMBL923543","CCN(C1CCCc2nc(cc(OC)c12)c3c(CC)cccc3CC)c4cccc5ccccc45","T1/2","=","0.9","hr","464.64","8.52","25.36","1"
"CHEMBL3220751","CHEMBL3227198","CCN(CC)C(=O)\C=C\C=C(/C)\[C@@H]1C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N3CCCC(N3)C(=O)O1","T1/2","=","0.28","hr","836.03","3.1","214.9","0"
"CHEMBL1630784","CHEMBL1641120","CCN(CC)C(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23","T1/2","=","0.08333","hr","415.57","3.6","74.35","0"
"CHEMBL1630787","CHEMBL1641120","CCN(CC)C(=O)OC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)c2ncnc3[nH]ccc23","T1/2","=","0.08333","hr","401.55","4.5","74.35","0"
"CHEMBL515943","CHEMBL983543","CCN(CC)C1=NN(CCC(C)C)C(=O)C(=C1O)C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2","T1/2","=","0.2167","hr","526.63","-0.01","177.6","0"
"CHEMBL1303766","CHEMBL2444896","CCN(CC)c1ccc2C=C(C(=O)O)C(=O)Oc2c1","T1/2",">","1","hr","261.27","2.35","66.84","1"
"CHEMBL3422294","CHEMBL3423615","CCN(CC)CC(C)(C)C\N=C(\Nc1c2ccc(Cl)cc2nc3ccc(OC)nc13)/c4ccccc4","T1/2",">","1","hr","504.07","6.61","62.64","1"
"CHEMBL608844","CHEMBL3590806","CCN(CC)CC.Nc1ncnc2c1ncn2[C@@H]3O[C@H](COS(=O)(=O)NC(=O)c4ccccc4O)[C@@H](O)[C@H]3O","T1/2",">","0.5","hr","466.43","-1.31","220.38","1"
"CHEMBL1683876","CHEMBL1686718","CCN(CC)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2","T1/2","=","0.5833","hr","314.29","5.84","3.24","1"
"CHEMBL3422296","CHEMBL3423615","CCN(CC)CCC\N=C(/C)\N(CCCN(CC)CC)c1c2ccc(Cl)cc2nc3ccc(OC)nc13","T1/2",">","1","hr","527.14","5.2","57.09","1"
"CHEMBL3422025","CHEMBL3423615","CCN(CC)CCC\N=C(/C)\Nc1c2ccc(Cl)cc2nc3ccc(OC)nc13","T1/2","=","0.55","hr","413.94","4.1","62.64","1"
"CHEMBL3421927","CHEMBL3423615","CCN(CC)CCC\N=C(\N(CCCN(CC)CC)c1ccnc2cc(Cl)ccc12)/c3ccccc3","T1/2",">","1","hr","508.14","5.73","34.97","1"
"CHEMBL3422022","CHEMBL3423615","CCN(CC)CCC\N=C(\N(CCCN(CC)CC)c1ccnc2cc(Cl)ccc12)/c3cccnc3","T1/2",">","1","hr","509.13","4.58","47.86","1"
"CHEMBL3422023","CHEMBL3423615","CCN(CC)CCC\N=C(\N=C\1/C=CN(CCCN(CC)CC)c2cc(Cl)ccc12)/c3cccnc3","T1/2",">","1","hr","509.13","4.85","47.33","1"
"CHEMBL3422027","CHEMBL3423615","CCN(CC)CCC\N=C(\Nc1c2ccc(Cl)cc2nc3ccc(OC)nc13)/C(C)C","T1/2","=","0.3333","hr","442","5.23","62.64","0"
"CHEMBL3422290","CHEMBL3423615","CCN(CC)CCC\N=C(\Nc1c2ccc(Cl)cc2nc3ccc(OC)nc13)/c4ccccc4","T1/2","=","0.2667","hr","476.01","5.76","62.64","0"
"CHEMBL3422292","CHEMBL3423615","CCN(CC)CCC\N=C(\Nc1c2ccc(Cl)cc2nc3ccc(OC)nc13)/c4cccnc4","T1/2","=","0.5333","hr","477","4.61","75.53","1"
"CHEMBL144539","CHEMBL1103796","CCN(CC)CCCC(C)Nc1ccnc2cc(ccc12)C(F)(F)F","T1/2","=","56.31","hr","353.43","4.62","28.16","1"
"CHEMBL76","CHEMBL3423615","CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12","T1/2",">","1","hr","319.87","4.35","28.16","1"
"CHEMBL1087464","CHEMBL1103795","CCN(CC)CCCC(C)Nc1ccnc2cc(OC(F)(F)F)ccc12","T1/2","=","1.937","hr","369.42","5.8","37.39","1"
"CHEMBL180671","CHEMBL1103796","CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12","T1/2","=","4.26","hr","377.52","5.24","37.39","1"
"CHEMBL3421827","CHEMBL3423615","CCN(CC)CCCCCN\C(=N/c1ccnc2cc(Cl)ccc12)\C","T1/2","=","0.9333","hr","360.92","4","40.52","1"
"CHEMBL3421826","CHEMBL3423615","CCN(CC)CCCCN\C(=N/c1ccnc2cc(Cl)ccc12)\C","T1/2",">","1","hr","346.9","3.54","40.52","1"
"CHEMBL3421919","CHEMBL3423615","CCN(CC)CCCCN\C(=N/c1ccnc2cc(Cl)ccc12)\C(C)C","T1/2","=","0.9167","hr","374.95","4.67","40.52","1"
"CHEMBL3422288","CHEMBL3423615","CCN(CC)CCCN(CCCN(CC)CC)\C(=N/c1c2ccc(Cl)cc2nc3ccc(OC)nc13)\C(C)C","T1/2",">","1","hr","555.2","6.33","57.09","1"
"CHEMBL3421926","CHEMBL3423615","CCN(CC)CCCN(CCCN(CC)CC)\C(=N/c1ccnc2cc(Cl)ccc12)\C","T1/2",">","1","hr","446.07","4.06","34.97","1"
"CHEMBL3421825","CHEMBL3423615","CCN(CC)CCCN\C(=N/c1ccnc2cc(Cl)ccc12)\C","T1/2",">","1","hr","332.87","2.96","40.52","1"
"CHEMBL3421918","CHEMBL3423615","CCN(CC)CCCN\C(=N/c1ccnc2cc(Cl)ccc12)\C(C)C","T1/2",">","1","hr","360.92","4.09","40.52","1"
"CHEMBL3421922","CHEMBL3423615","CCN(CC)CCCN\C(=N/c1ccnc2cc(Cl)ccc12)\c3ccccc3","T1/2","=","0.35","hr","394.94","4.62","40.52","0"
"CHEMBL3421925","CHEMBL3423615","CCN(CC)CCCN\C(=N/c1ccnc2cc(Cl)ccc12)\c3cccnc3","T1/2","=","0.6","hr","395.93","3.47","53.41","1"
"CHEMBL521194","CHEMBL937699","CCN(CC)CCCNc1oc(nn1)c2ccc(F)c(F)c2Nc3ccc(I)cc3F","T1/2","=","0.6667","hr","545.34","5.12","66.22","1"
"CHEMBL1673022","CHEMBL1676298","CCN(CC)CCN\C(=N/C1=NC(=O)C(=O)N1C(C)C)\Nc2ccc(Cl)c(Cl)c2","T1/2","=","0.2942","hr","441.35","3.89","89.4","0"
"CHEMBL3421824","CHEMBL3423615","CCN(CC)CCN\C(=N/c1ccnc2cc(Cl)ccc12)\C","T1/2","=","0.4333","hr","318.84","2.9","40.52","0"
"CHEMBL3421917","CHEMBL3423615","CCN(CC)CCN\C(=N/c1ccnc2cc(Cl)ccc12)\C(C)C","T1/2",">","1","hr","346.9","4.03","40.52","1"
"CHEMBL491491","CHEMBL1832531","CCN(CC)CCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13","T1/2",">=","0.5","hr","406.52","4.29","70.39","1"
"CHEMBL3289422","CHEMBL3291675","CCN(CC)CCNC(=O)C1=CC=CN2C(=O)c3cc4ccccc4cc3N=C12","T1/2","=","0.35","hr","388.46","2.25","65.01","0"
"CHEMBL535","CHEMBL3388330","CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C","T1/2","=","0.735","hr","398.47","3","77.23","1"
"CHEMBL3355179","CHEMBL3372272","CCN(CC)CCNC(=O)c1cccc(c1)n2cc(NC(=O)Nc3ccccc3Cl)cn2","T1/2","=","0.6667","hr","454.95","3.46","91.29","1"
"CHEMBL1630091","CHEMBL1640799","CCN(CC)CCOc1ccc(CCC(CC2=Cc3ccc(C)cc3OC2=O)C(=O)NO)cc1","T1/2","=","1.217","hr","466.57","5.08","88.1","1"
"CHEMBL2181329","CHEMBL2182138","CCN(CC)CCOc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4","T1/2","=","0.7333","hr","474.59","4.78","68.74","1"
"CHEMBL258237","CHEMBL936682","CCN(CC)CCS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)C(=NN(CCC(C)C)C3=O)c4cccs4","T1/2",">","1","hr","622.78","2.08","205.83","1"
"CHEMBL577075","CHEMBL1043644","CCN(CC)NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O","T1/2",">","2","hr","346.38","0.06","101.97","1"
"CHEMBL572590","CHEMBL1053634","CCN(CC)S(=O)(=O)c1ccc(cc1)C(CC2CCCC2)C(=O)Nc3nc4ccc(OC)nc4s3","T1/2","=","0.09667","hr","516.68","4.83","138.1","0"
"CHEMBL2332098","CHEMBL2341181","CCN(Cc1cccc(OC)c1)C(=O)Nc2ccc(cc2)c3cn[nH]c3","T1/2","=","0.4167","hr","350.41","3.03","70.25","0"
"CHEMBL392350","CHEMBL903412","CCN(Cc1cccc(OCc2noc(n2)c3ccccc3F)c1)C4CCN(C4)C5CC(C)C(C)C5","T1/2","=","0.4333","hr","492.63","5.56","54.63","0"
"CHEMBL3785258","CHEMBL3792258","CCN(CCNC(=O)[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC=C(c6ccc(cc6)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C)CC(=O)O","T1/2",">","2","hr","686.96","4.83","106.94","1"
"CHEMBL570042","CHEMBL1043644","CCN(NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3","T1/2",">","2","hr","394.42","1.8","101.97","1"
"CHEMBL585928","CHEMBL1043644","CCN(NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccn3","T1/2",">","2","hr","395.41","1.19","114.86","1"
"CHEMBL1673013","CHEMBL1676298","CCN\C(=N/C1=NC(=O)C(=O)N1C(C)C)\Nc2ccc(Cl)c(Cl)c2","T1/2",">","1","hr","370.23","2.76","86.16","1"
"CHEMBL2385152","CHEMBL2390641","CCN1C(=O)C(C(=O)N(c2ccccc2)c3cc(ccc13)C(F)(F)F)c4cc(c(O)cc4O)c5cn[nH]c5","T1/2",">","5","hr","522.48","4.34","109.76","1"
"CHEMBL2385151","CHEMBL2390641","CCN1C(=O)C(C(=O)N(c2ccccc2)c3cc(ccc13)C(F)(F)F)c4cc(c(O)cc4O)c5cnn(C)c5","T1/2","=","1.85","hr","536.5","4.54","98.9","1"
"CHEMBL2385149","CHEMBL2390641","CCN1C(=O)C(C(=O)N(c2ccccc2)c3cc(ccc13)C(F)(F)F)c4cc(ccc4O)c5cnn(C)c5","T1/2","=","2.5","hr","520.5","4.79","78.67","1"
"CHEMBL2385150","CHEMBL2390641","CCN1C(=O)C(C(=O)N(c2ccccc2)c3cc(ccc13)C(F)(F)F)c4ccc(O)c(c4)c5cnn(C)c5","T1/2","=","2","hr","520.5","4.79","78.67","1"
"CHEMBL1650437","CHEMBL1664317","CCN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O","T1/2",">","3.333","hr","353.42","1.62","93.66","1"
"CHEMBL1835129","CHEMBL1838315","CCN1C(=O)CN(Cc2ccc(cc2)c3ccc(F)c(CN4CCCCC4)n3)C1=O","T1/2","=","1.45","hr","410.48","3.39","56.75","1"
"CHEMBL1835221","CHEMBL1838315","CCN1C(=O)CN(Cc2ccc(cc2)c3cccc(CC4CCCCC4)n3)C1=O","T1/2","=","0.6667","hr","391.51","4.63","53.51","1"
"CHEMBL1835121","CHEMBL1838315","CCN1C(=O)CN(Cc2ccc(cc2)c3cccc(CN4CCCCC4)n3)C1=O","T1/2","=","2","hr","392.49","3.19","56.75","1"
